ref,state,constituency,won status,votes,(votes),Name,Party Name
4671,Telangana,Hyderabad(9),won,661981,(+ 338087),ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen
4672,Telangana,Hyderabad(9),lost,323894,( -338087),MADHAVI LATHA KOMPELLA,Bharatiya Janata Party
4673,Telangana,Hyderabad(9),lost,62962,( -599019),MOHAMMED WALIULLAH SAMEER,Indian National Congress
4674,Telangana,Hyderabad(9),lost,18641,( -643340),SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi
4675,Telangana,Hyderabad(9),lost,2232,( -659749),MEKALA RAGHUMA REDDY,Yuga Thulasi Party
4676,Telangana,Hyderabad(9),lost,900,( -661081),DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi
4677,Telangana,Hyderabad(9),lost,769,( -661212),K.S.KRISHNA,Bahujan Samaj Party
4678,Telangana,Hyderabad(9),lost,663,( -661318),RAMESH KUMAR MATANGI,Sakala Janula Party
4679,Telangana,Hyderabad(9),lost,562,( -661419),KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party
4680,Telangana,Hyderabad(9),lost,515,( -661466),M.JOHNSON,All India Mahila Empowerment Party
4681,Telangana,Hyderabad(9),lost,492,( -661489),JAMEEL SAYED,Alliance of Democratic Reforms Party
4682,Telangana,Hyderabad(9),lost,423,( -661558),ASHOK KUMAR MAMBA,Maa Telangana Party
4683,Telangana,Hyderabad(9),lost,411,( -661570),DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party
4684,Telangana,Hyderabad(9),lost,281,( -661700),SARAF TULASI GUPTA,Praja Ektha Party
4685,Telangana,Hyderabad(9),lost,276,( -661705),V.SHANKER,Yuva Taram Party
4686,Telangana,Hyderabad(9),lost,271,( -661710),GADDAM HARISH GOUD,Dharma Samaj Party
4687,Telangana,Hyderabad(9),lost,251,( -661730),SYED ANWAR,Independent
4688,Telangana,Hyderabad(9),lost,234,( -661747),KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat
4689,Telangana,Hyderabad(9),lost,196,( -661785),AMJAD KHAN,Independent
4690,Telangana,Hyderabad(9),lost,162,( -661819),AMBI HANUMANTH RAO,Socialist Party (India)
4691,Telangana,Hyderabad(9),lost,153,( -661828),SHAIK BASHA,Dalita Bahujana Party
4692,Telangana,Hyderabad(9),lost,149,( -661832),M.K.AHMED,Independent
4693,Telangana,Hyderabad(9),lost,141,( -661840),SALVERU RAMESH,Indian Praja Congress
4694,Telangana,Hyderabad(9),lost,141,( -661840),L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party
4695,Telangana,Hyderabad(9),lost,138,( -661843),J.SHYAMSUNDER RAO,Independent
4696,Telangana,Hyderabad(9),lost,133,( -661848),ANDE USHA KANNA,Bahujan Mukti Party
4697,Telangana,Hyderabad(9),lost,123,( -661858),SATTI SHABABU REDDY,Independent
4698,Telangana,Hyderabad(9),lost,111,( -661870),ANIL SEN,Independent
4699,Telangana,Hyderabad(9),lost,110,( -661871),CHAITANYA KUMAR REDDY PELLAKURU,Independent
4700,Telangana,Hyderabad(9),lost,103,( -661878),SILIVERU NARESH,Telangana Jaghir Party
4701,Telangana,Hyderabad(9),,2906,( -659075),NOTA,None of the Above
4702,Tamil Nadu,RAMANATHAPURAM(35),won,509664,(+ 166782),NAVASKANI K,Indian Union Muslim League
4703,Tamil Nadu,RAMANATHAPURAM(35),lost,342882,( -166782),PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent
4704,Tamil Nadu,RAMANATHAPURAM(35),lost,99780,( -409884),JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam
4705,Tamil Nadu,RAMANATHAPURAM(35),lost,97672,( -411992),DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi
4706,Tamil Nadu,RAMANATHAPURAM(35),lost,7919,( -501745),MUVITH KUMAR N,Independent
4707,Tamil Nadu,RAMANATHAPURAM(35),lost,6827,( -502837),SENTHILMALLAR K,Independent
4708,Tamil Nadu,RAMANATHAPURAM(35),lost,6593,( -503071),SIVASHANKAR N,Independent
4709,Tamil Nadu,RAMANATHAPURAM(35),lost,3502,( -506162),KANNADHASAN R,Independent
4710,Tamil Nadu,RAMANATHAPURAM(35),lost,2981,( -506683),PANNEERSELVAM O S/O OCHAPPAN,Independent
4711,Tamil Nadu,RAMANATHAPURAM(35),lost,2957,( -506707),SELVARAJ G,Puthiya Makkal Tamil Desam Katchi
4712,Tamil Nadu,RAMANATHAPURAM(35),lost,2572,( -507092),PANCHAVARNAM V,Independent
4713,Tamil Nadu,RAMANATHAPURAM(35),lost,2497,( -507167),PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi
4714,Tamil Nadu,RAMANATHAPURAM(35),lost,2402,( -507262),PANNIR SELVAM M  S/O MALAIYANDI,Independent
4715,Tamil Nadu,RAMANATHAPURAM(35),lost,2323,( -507341),NAWASKHAN,Independent
4716,Tamil Nadu,RAMANATHAPURAM(35),lost,2014,( -507650),SIVANANDAM N,Bahujan Samaj Party
4717,Tamil Nadu,RAMANATHAPURAM(35),lost,1929,( -507735),PANNEERSELVAM O  S/O  OYYADEVAR,Independent
4718,Tamil Nadu,RAMANATHAPURAM(35),lost,1518,( -508146),ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi
4719,Tamil Nadu,RAMANATHAPURAM(35),lost,1403,( -508261),MANIVASAGAM S,Bahujan Dravida Party
4720,Tamil Nadu,RAMANATHAPURAM(35),lost,1376,( -508288),PANNEERSELVAM O S/O  OYYARAM,Independent
4721,Tamil Nadu,RAMANATHAPURAM(35),lost,974,( -508690),SALEEM,Independent
4722,Tamil Nadu,RAMANATHAPURAM(35),lost,899,( -508765),SASIKANI K,Independent
4723,Tamil Nadu,RAMANATHAPURAM(35),lost,827,( -508837),SATHURAGIRI K,Independent
4724,Tamil Nadu,RAMANATHAPURAM(35),lost,823,( -508841),SIKKANDAR B,Independent
4725,Tamil Nadu,RAMANATHAPURAM(35),lost,652,( -509012),VIGNESH V,Independent
4726,Tamil Nadu,RAMANATHAPURAM(35),lost,572,( -509092),PANNERSELVAM O  S/O  OCHATTHEVAR,Independent
4727,Tamil Nadu,RAMANATHAPURAM(35),,6295,( -503369),NOTA,None of the Above
4728,Sikkim,Sikkim(1),won,164396,(+ 80830),INDRA HANG SUBBA,Sikkim Krantikari Morcha
4729,Sikkim,Sikkim(1),lost,83566,( -80830),BHARAT BASNETT,Citizen Action Party-Sikkim
4730,Sikkim,Sikkim(1),lost,77171,( -87225),PREM DAS RAI,Sikkim Democratic Front
4731,Sikkim,Sikkim(1),lost,21263,( -143133),LATEN TSHERING SHERPA,Independent
4732,Sikkim,Sikkim(1),lost,19035,( -145361),DINESH CHANDRA NEPAL,Bharatiya Janata Party
4733,Sikkim,Sikkim(1),lost,4799,( -159597),KHARGA BHADUR RAI,Sikkim Republican Party
4734,Sikkim,Sikkim(1),lost,4690,( -159706),SAMBHU CHETTRI,Independent
4735,Sikkim,Sikkim(1),lost,2241,( -162155),GOPAL CHETTRI,Indian National Congress
4736,Sikkim,Sikkim(1),lost,1166,( -163230),NAWIN KIRAN PRADHAN,Independent
4737,Sikkim,Sikkim(1),lost,1125,( -163271),BEENA RAI,Independent
4738,Sikkim,Sikkim(1),lost,1123,( -163273),RAVI CHANDRA RAI,Independent
4739,Sikkim,Sikkim(1),lost,740,( -163656),SHYAMAL PAL,Independent
4740,Sikkim,Sikkim(1),lost,532,( -163864),MADHUKAR DHAKAL,Independent
4741,Sikkim,Sikkim(1),lost,519,( -163877),RUDRA MANI PRADHAN,Independent
4742,Sikkim,Sikkim(1),,2527,( -161869),NOTA,None of the Above
4743,Rajasthan,BANSWARA (20),won,820831,(+ 247054),RAJ KUMAR ROAT,Bharat Adivasi Party
